,Aging,Cash_Flow_Prediction_week_1,Cash_Flow_Prediction_week_2,Cash_Flow_Prediction_week_3,Cash_Flow_Prediction_week_4,Demand_Forecast,Demand_Forecast_week_1,Demand_Forecast_week_2,Demand_Forecast_week_3,Demand_Forecast_week_4,Material,Order_Quantity,Plant,Stock,Stock_Value,Material Name
12829,No Risk,354.0,212.0,142.0,283.0,180.0,60.0,40.0,30.0,50.0,10-0003498,82.0,Hyderabad West,147.0,17483.0,DOXT-SL CAP 100MG10S
12830,<3 Months,10.0,10.0,9.0,8.0,265.0,70.0,70.0,65.0,60.0,10-0003501,92.0,Hyderabad West,185.0,505.0,DEXONA TAB 0.5MG30S
12834,No Risk,725.0,1015.0,338.0,193.0,109.0,35.0,46.0,18.0,10.0,10-0003511,89.0,Hyderabad West,34.0,33293.0,URISPAS TAB 200MG15S
12835,<3 Months,70.0,42.0,70.0,56.0,29.0,8.0,6.0,8.0,7.0,10-0003514,15.0,Hyderabad West,20.0,3404.0,HALLENS GLYCERIN SUPPOSITORIES 1GM5S
12841,<3 Months,187.0,165.0,176.0,182.0,158.0,40.0,38.0,39.0,41.0,10-0003538,146.0,Hyderabad West,32.0,12216.0,PANTOP 20MG TAB10S
12843,No Risk,33.0,70.0,46.0,56.0,67.0,12.0,21.0,16.0,18.0,10-0003554,14.0,Hyderabad West,59.0,7072.0,HIFENAC-P TAB15S
12852,<3 Months,45.0,54.0,45.0,36.0,30.0,7.0,8.0,8.0,7.0,10-0003689,34.0,Hyderabad West,0.0,2602.0,TRAMAZAC INJ 50 MG 1 ML
12854,<3 Months,13447.0,10565.0,7684.0,5763.0,53.0,19.0,15.0,11.0,8.0,10-0003815,45.0,Hyderabad West,12.0,369272.0,ENCICARB INJ VIAL 500 MG 10 ML
12868,No Risk,380.0,342.0,304.0,266.0,210.0,60.0,55.0,50.0,45.0,10-0004025,232.0,Hyderabad West,45.0,74511.0,SHELCAL-HD TAB15S
12869,No Risk,4240.0,4177.0,4115.0,4053.0,1440.0,360.0,360.0,360.0,360.0,10-0004026,999.0,Hyderabad West,529.0,364893.0,LIVOGEN XT TAB10S
12880,<3 Months,328.0,491.0,655.0,819.0,220.0,40.0,50.0,60.0,70.0,10-0004132,156.0,Hyderabad West,120.0,108418.0,NORMOZ TAB10S
12886,<3 Months,1232.0,1314.0,1232.0,1149.0,68.0,17.0,18.0,17.0,16.0,10-0004181,40.0,Hyderabad West,31.0,70671.0,ZINCONIA SYRUP 20MG 100ML
12892,No Risk,402.0,437.0,467.0,454.0,531.0,121.0,132.0,141.0,137.0,10-0004238,404.0,Hyderabad West,148.0,21016.0,ACTON-OR TAB SR10S
12893,No Risk,1165.0,998.0,1331.0,1497.0,42.0,10.0,9.0,11.0,12.0,10-0004240,20.0,Hyderabad West,25.0,170603.0,MUOUT+ JAR  POWDER 119 GM
12901,No Risk,836.0,940.0,1045.0,1149.0,690.0,150.0,165.0,180.0,195.0,10-0004456,589.0,Hyderabad West,137.0,117500.0,A TO Z TAB 15 S
12910,<3 Months,521.0,391.0,456.0,456.0,37.0,10.0,8.0,9.0,10.0,10-0004641,29.0,Hyderabad West,11.0,41476.0,ASCORIL-D JUNIOR COUGH SYRUP 60 ML
12911,<3 Months,1191.0,1072.0,953.0,1072.0,48.0,13.0,12.0,11.0,12.0,10-0004645,32.0,Hyderabad West,20.0,79328.0,ATOZ-NS MIX FRUIT SYRUP 200ML
12914,<3 Months,1531.0,2041.0,2551.0,3062.0,22.0,4.0,5.0,6.0,7.0,10-0004707,2.0,Hyderabad West,22.0,132024.0,SIMILAC NEOSURE POWDER REFIL 400 GM
12918,No Risk,38.0,57.0,76.0,95.0,56.0,8.0,12.0,16.0,20.0,10-0004761,10.0,Hyderabad West,82.0,24659.0,ASTYMIN FORTE CAPS 30 S
12921,<3 Months,81.0,81.0,108.0,108.0,22.0,5.0,5.0,6.0,6.0,10-0004797,7.0,Hyderabad West,17.0,11277.0,BANDYPLUS SYRUP10ML
12925,<3 Months,720.0,701.0,672.0,711.0,321.0,80.0,81.0,80.0,80.0,10-0004825,106.0,Hyderabad West,234.0,15756.0,BIOPOLIO (BIVALENT) ORAL POLIO VACC2ML
12926,No Risk,1800.0,2000.0,2400.0,2600.0,620.0,130.0,140.0,170.0,180.0,10-0004838,569.0,Hyderabad West,100.0,211393.0,LETROZ TAB 2.5MG5S
12931,<3 Months,49.0,162.0,292.0,520.0,91.0,8.0,16.0,25.0,42.0,10-0004865,106.0,Hyderabad West,0.0,46124.0,CEFANTRAL 1GM INJ
12945,<3 Months,4610.0,4226.0,3842.0,4354.0,160.0,45.0,39.0,36.0,40.0,10-0005049,120.0,Hyderabad West,50.0,317734.0,DUPHALAC SYRUP 3.33GM 150ML
12949,No Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-0005083,8.0,Hyderabad West,1.0,24426.0,ALERID SYRUP 5 MG 60 ML
12953,No Risk,1209.0,1082.0,955.0,891.0,73.0,21.0,19.0,17.0,16.0,10-0005113,42.0,Hyderabad West,34.0,53607.0,CYCLOPAM SYRUP 60 ML
12957,No Risk,306.0,306.0,306.0,306.0,5.0,1.0,1.0,2.0,1.0,10-0005131,2.0,Hyderabad West,4.0,37625.0,KEPPRA SYRUP 100 MG 1ML
12959,No Risk,1435.0,1292.0,1148.0,1292.0,52.0,14.0,13.0,12.0,13.0,10-0005197,39.0,Hyderabad West,15.0,59988.0,GAVISCON SYRUP 150 ML
12960,<3 Months,1222.0,2445.0,1222.0,2445.0,10.0,2.0,3.0,2.0,3.0,10-0005203,9.0,Hyderabad West,2.0,85764.0,LEVEMIR FLEXPEN INJ 100 IU 3 ML
12961,No Risk,114291.0,119486.0,122083.0,119486.0,198.0,47.0,50.0,51.0,50.0,10-0005213,60.0,Hyderabad West,141.0,9929139.0,HEXAXIM VACCPFS0.5ML
12965,<3 Months,247.0,247.0,247.0,330.0,18.0,4.0,4.0,5.0,5.0,10-0005254,6.0,Hyderabad West,15.0,50594.0,CLAMP DROPS10ML
12967,No Risk,371.0,371.0,743.0,371.0,9.0,2.0,2.0,3.0,2.0,10-0005284,7.0,Hyderabad West,3.0,42514.0,VENUSIA MAX LOTION 300 ML
12968,No Risk,735.0,613.0,490.0,490.0,24.0,7.0,6.0,6.0,5.0,10-0005288,10.0,Hyderabad West,16.0,53172.0,SOLIWAX DROPS 10 ML
12974,<3 Months,446.0,446.0,446.0,446.0,16.0,3.0,4.0,4.0,5.0,10-0005364,5.0,Hyderabad West,12.0,31031.0,NOCTURA SYRUP 3MG 100ML
12975,No Risk,0.0,91.0,0.0,0.0,5.0,1.0,2.0,1.0,1.0,10-0005378,4.0,Hyderabad West,2.0,16678.0,TOBA EYE DROPS 0.3% 5 ML
12984,No Risk,1175.0,587.0,587.0,1762.0,165.0,45.0,30.0,30.0,60.0,10-0005470,135.0,Hyderabad West,45.0,136402.0,ULTRA - Q CAPS 300 MG 15 S
12987,<3 Months,4245.0,4107.0,4776.0,5422.0,855.0,196.0,191.0,220.0,248.0,10-0005541,546.0,Hyderabad West,337.0,32318.0,RL 500 ML CLOSED SYSTEM
12988,No Risk,1248.0,1114.0,892.0,669.0,111.0,33.0,32.0,26.0,20.0,10-0005561,69.0,Hyderabad West,48.0,72674.0,CANSOFT-CL VAGINAL SUPPOSITORIES  3S
12991,<3 Months,417.0,486.0,417.0,348.0,32.0,8.0,9.0,8.0,7.0,10-0005604,20.0,Hyderabad West,14.0,42938.0,BABY GOWN (LARGE)
12992,<3 Months,570.0,627.0,456.0,513.0,46.0,12.0,13.0,10.0,11.0,10-0005605,22.0,Hyderabad West,30.0,52839.0,BABY GOWN (MEDIUM)
12994,<3 Months,21116.0,22034.0,22585.0,21851.0,538.0,129.0,136.0,138.0,135.0,10-0005607,401.0,Hyderabad West,167.0,1470985.0,MOTHER GOWN
12997,<3 Months,82.0,97.0,105.0,90.0,65.0,14.0,17.0,18.0,16.0,10-0005611,67.0,Hyderabad West,3.0,8039.0,LICOLATE INJ AMP 0.2 MG 1 ML
13005,<3 Months,2479.0,2767.0,2998.0,2594.0,227.0,50.0,58.0,64.0,55.0,10-0005906,219.0,Hyderabad West,37.0,153695.0,FEEDING BOTTLE W S  125 ML
13008,No Risk,1782.0,1782.0,1188.0,1188.0,15.0,4.0,4.0,4.0,3.0,10-0005912,8.0,Hyderabad West,10.0,159823.0,HUF PUF KIT
13009,<3 Months,273.0,273.0,273.0,341.0,24.0,5.0,6.0,6.0,7.0,10-0005913,19.0,Hyderabad West,7.0,20424.0,KLIM FILM (SMALL)
13011,<3 Months,591.0,552.0,512.0,473.0,68.0,18.0,18.0,17.0,15.0,10-0005915,23.0,Hyderabad West,51.0,1291.0,KOOCHEES EXT LARGE 5 S
13012,<3 Months,270.0,308.0,385.0,424.0,47.0,9.0,10.0,13.0,15.0,10-0005916,29.0,Hyderabad West,24.0,880.0,KOOCHEES LARGE 5 s
13013,<3 Months,1064.0,867.0,788.0,828.0,112.0,32.0,27.0,26.0,27.0,10-0005917,27.0,Hyderabad West,96.0,4131.0,KOOCHEES MEDIUM 5 S
13015,<3 Months,547.0,547.0,274.0,274.0,10.0,3.0,3.0,2.0,2.0,10-0005925,11.0,Hyderabad West,0.0,51939.0,NIPPLE PULLER
13016,No Risk,243.0,243.0,243.0,243.0,10.0,2.0,2.0,3.0,3.0,10-0005927,9.0,Hyderabad West,2.0,23434.0,NIZRAL SHAMPOO 50 ML
13024,<3 Months,1142.0,856.0,1427.0,1142.0,24.0,6.0,5.0,7.0,6.0,10-0005947,18.0,Hyderabad West,8.0,91281.0,NATURAL FEEL SILICON NIPPLE SHIELD
13028,No Risk,673.0,808.0,539.0,673.0,29.0,7.0,9.0,6.0,7.0,10-0005956,12.0,Hyderabad West,19.0,57427.0,TEDIBAR SOAP 75 GM
13029,No Risk,222.0,111.0,334.0,222.0,12.0,3.0,2.0,4.0,3.0,10-0005958,11.0,Hyderabad West,2.0,12426.0,TOOTH PASTE  CHILDREN (PEGION)
13032,<3 Months,139.0,123.0,114.0,106.0,550.0,160.0,138.0,130.0,122.0,10-0005967,473.0,Hyderabad West,104.0,10532.0,VICKS
13038,No Risk,651.0,434.0,434.0,217.0,12.0,4.0,3.0,3.0,2.0,10-0006001,15.0,Hyderabad West,0.0,78119.0,SPOO SHAMPOO 75 GMS
13042,<3 Months,51.0,90.0,39.0,64.0,40.0,8.0,15.0,7.0,10.0,10-0006034,26.0,Hyderabad West,18.0,1771.0,OMNIKACIN INJ 100MG2ML
13044,No Risk,211.0,164.0,70.0,140.0,37.0,12.0,10.0,6.0,9.0,10-0006036,17.0,Hyderabad West,28.0,4124.0,OMNIKACIN INJ 500MG (2ML)
13057,<3 Months,3495.0,2796.0,3495.0,2796.0,23.0,6.0,5.0,7.0,5.0,10-0006125,13.0,Hyderabad West,12.0,126224.0,NAN EXCELLA PRO 1 POWDER 400 GM 7HMO
13063,<3 Months,468.0,526.0,409.0,526.0,37.0,9.0,10.0,8.0,10.0,10-0006148,27.0,Hyderabad West,13.0,20492.0,CANDID CREAM  1% 30 GM
13064,<3 Months,12577.0,11738.0,11319.0,12577.0,130.0,33.0,32.0,31.0,34.0,10-0006150,95.0,Hyderabad West,47.0,86781.0,JENVAC VACCPFS0.5ML
13076,<3 Months,2795.0,1398.0,2795.0,2795.0,12.0,3.0,2.0,3.0,4.0,10-0006224,7.0,Hyderabad West,6.0,30550.0,EASYSIX VACCPFS0.5ML
13096,<3 Months,5152.0,5269.0,5386.0,5620.0,207.0,50.0,51.0,52.0,54.0,10-0006448,120.0,Hyderabad West,96.0,450135.0,NEW MOM DISP MATERNITY PADS MAXIPAD
13098,<3 Months,3962.0,4312.0,4545.0,4895.0,182.0,40.0,44.0,47.0,51.0,10-0006450,139.0,Hyderabad West,55.0,256565.0,NEW MOM DISP MATERNITY PAD FIXATOR - XL
13099,<3 Months,2611.0,3065.0,2838.0,2724.0,139.0,33.0,37.0,35.0,34.0,10-0006451,121.0,Hyderabad West,23.0,153095.0,NEWMOM DISPOSABLE PADFIXATOR-XXLARGE
13103,No Risk,0.0,0.0,0.0,294.0,3.0,0.0,0.0,1.0,2.0,10-0006501,3.0,Hyderabad West,1.0,49456.0,MAMA PROTINEX CHOCOLATE POWDER  250 GM
13109,No Risk,264.0,222.0,250.0,250.0,91.0,24.0,21.0,23.0,23.0,10-0006528,60.0,Hyderabad West,37.0,8090.0,BANDY SUSPENSION 200MG10ML
13114,No Risk,2551.0,3189.0,3827.0,2551.0,27.0,6.0,7.0,8.0,6.0,10-0006617,19.0,Hyderabad West,13.0,300043.0,PROTECTIS BABY DROPS 5 ML
13115,No Risk,1760.0,2011.0,2765.0,3268.0,46.0,8.0,10.0,13.0,15.0,10-0006618,39.0,Hyderabad West,16.0,408052.0,ATARAX ANTI-ITCH LOTION100ML
13116,No Risk,710.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,10-0006636,5.0,Hyderabad West,1.0,95824.0,ENSURE DIABETE CARE POWDER VANILLA 400GM
13118,<3 Months,2368.0,2876.0,3214.0,2706.0,1080.0,230.0,280.0,310.0,260.0,10-0006669,733.0,Hyderabad West,420.0,240404.0,FOL-123 CAPS 15 S
13119,No Risk,2600.0,2753.0,2906.0,3059.0,437.0,100.0,105.0,112.0,120.0,10-0006671,341.0,Hyderabad West,142.0,243741.0,PAUSE-MF TAB 10S
13122,<3 Months,722.0,794.0,867.0,939.0,100.0,22.0,24.0,26.0,28.0,10-0006686,108.0,Hyderabad West,5.0,33582.0,Prega news Kit(Pregnency kit)
13123,<3 Months,9585.0,9976.0,10367.0,10758.0,2240.0,530.0,550.0,570.0,590.0,10-0006694,976.0,Hyderabad West,1462.0,1374432.0,SHELCAL XT TAB15S
13128,No Risk,363.0,272.0,726.0,635.0,33.0,6.0,5.0,12.0,10.0,10-0006741,4.0,Hyderabad West,32.0,34558.0,MEAXON GOLD INJ 1 ML
13132,<3 Months,4317.0,4102.0,3886.0,3670.0,530.0,140.0,135.0,130.0,125.0,10-0006756,325.0,Hyderabad West,268.0,362808.0,SUSTEN-SR CAPS 400 MG 10 S
13133,No Risk,140.0,234.0,374.0,468.0,384.0,46.0,76.0,116.0,146.0,10-0006757,271.0,Hyderabad West,150.0,21623.0,FOLMET-NM TAB10S
13134,<3 Months,4201.0,3734.0,4668.0,5602.0,54.0,12.0,11.0,14.0,17.0,10-0006768,52.0,Hyderabad West,8.0,147475.0,ROTASIIL ORALVACC2.5ML
13136,<3 Months,417.0,463.0,371.0,278.0,240.0,60.0,75.0,60.0,45.0,10-0006787,83.0,Hyderabad West,180.0,88924.0,COR-3 TAB15S
13139,No Risk,1327.0,663.0,1327.0,1990.0,16.0,4.0,3.0,4.0,5.0,10-0006836,6.0,Hyderabad West,11.0,149217.0,SIMILAC TOTAL COMFORT  POWDER 350 GM
13145,<3 Months,1883.0,2151.0,2420.0,2151.0,40.0,9.0,10.0,11.0,10.0,10-0006871,38.0,Hyderabad West,4.0,49209.0,RABIVAX - S VACCINES 2.5 IU 1 ML
13146,No Risk,50148.0,62001.0,72942.0,79325.0,365.0,70.0,86.0,100.0,109.0,10-0006872,387.0,Hyderabad West,0.0,6552729.0,FLUQUADRI VACC PFS 0.5 ML
13147,<3 Months,94.0,235.0,377.0,565.0,44.0,4.0,9.0,13.0,18.0,10-0006881,14.0,Hyderabad West,39.0,32945.0,ICUBAC INJ 125 MG
13154,<3 Months,6481.0,9722.0,6481.0,9722.0,18.0,4.0,5.0,4.0,5.0,10-0006938,6.0,Hyderabad West,15.0,45369.0,FOLISURGE 300IU PEN
13160,No Risk,226.0,451.0,376.0,301.0,27.0,5.0,9.0,7.0,6.0,10-0007002,18.0,Hyderabad West,13.0,13912.0,LEVOMAC ORAL SOLUTION 125 MG  60 ML
13161,<3 Months,2088.0,2130.0,2173.0,2216.0,1050.0,255.0,260.0,265.0,270.0,10-0007021,774.0,Hyderabad West,328.0,118992.0,PRASOPHEG INJ 40MG
13162,<3 Months,56.0,113.0,75.0,94.0,32.0,5.0,10.0,8.0,9.0,10-0007023,15.0,Hyderabad West,31.0,5749.0,EPICETAM INJ 500MG5ML
13167,No Risk,110.0,220.0,110.0,110.0,9.0,2.0,3.0,2.0,2.0,10-0007048,4.0,Hyderabad West,6.0,10963.0,CANDID DUSTING POWDER 120 GM
13169,No Risk,262.0,314.0,262.0,314.0,30.0,7.0,8.0,7.0,8.0,10-0007057,13.0,Hyderabad West,20.0,18865.0,A TO Z DROPS 15 ML
13178,No Risk,577.0,461.0,346.0,692.0,22.0,6.0,5.0,4.0,7.0,10-0007196,24.0,Hyderabad West,1.0,26115.0,APTIVATE SYRUP 175ML
13179,No Risk,674.0,749.0,524.0,374.0,45.0,12.0,14.0,11.0,8.0,10-0007201,4.0,Hyderabad West,49.0,82454.0,ARACHITOL NANO SYRUP 60K 5ML
13183,<3 Months,2444.0,1222.0,2444.0,1222.0,10.0,3.0,2.0,3.0,2.0,10-0007237,8.0,Hyderabad West,3.0,92085.0,RABISHIELD 100 IU INJ
13190,No Risk,1369.0,913.0,913.0,456.0,13.0,4.0,4.0,3.0,2.0,10-0007324,7.0,Hyderabad West,8.0,112186.0,VIVA MOM VANILLA POWDER 400 GM
13201,No Risk,296.0,296.0,443.0,296.0,16.0,3.0,4.0,5.0,4.0,10-0007440,6.0,Hyderabad West,12.0,31234.0,CALOSOFT AF LOTION 100 ML
13204,<3 Months,839.0,734.0,787.0,874.0,217.0,56.0,50.0,53.0,58.0,10-0007470,165.0,Hyderabad West,71.0,90979.0,TRD-CONTIN TAB 100MG 10S
13206,No Risk,2237.0,2685.0,3132.0,2685.0,32.0,6.0,8.0,10.0,8.0,10-0007493,17.0,Hyderabad West,17.0,294738.0,PHYSIOGEL AI LOTION100ML
13207,No Risk,239.0,478.0,717.0,478.0,15.0,2.0,4.0,5.0,4.0,10-0007518,8.0,Hyderabad West,9.0,67317.0,KRIMSON TAB 35TAB 21S
13210,<3 Months,1203.0,1059.0,1131.0,1239.0,329.0,85.0,76.0,81.0,87.0,10-0007598,205.0,Hyderabad West,143.0,36013.0,CEFBACT INJ 500 MG
13213,No Risk,220.0,220.0,220.0,220.0,8.0,2.0,2.0,2.0,2.0,10-0007611,8.0,Hyderabad West,1.0,56301.0,PROTINEX DIABETIC CARE 250 GM POWDER
13214,<3 Months,2941.0,2450.0,1925.0,2871.0,337.0,96.0,82.0,65.0,94.0,10-0007619,284.0,Hyderabad West,69.0,100595.0,BACTOPREP SOLUTIONS 100 ML
13227,No Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-0007698,2.0,Hyderabad West,0.0,64845.0,ENCLEX 40 MG PFS INJ  0.4 ML
13241,No Risk,443.0,221.0,221.0,664.0,11.0,3.0,2.0,2.0,4.0,10-0007849,1.0,Hyderabad West,11.0,45547.0,METATOP 50 MCG 120 MDI NASAL SPRAY
13249,No Risk,801.0,756.0,726.0,650.0,245.0,65.0,63.0,61.0,56.0,10-0007893,72.0,Hyderabad West,184.0,75709.0,CRINA-NCR 10MG TAB 10S
13255,<3 Months,9243.0,10137.0,10733.0,9392.0,1425.0,335.0,365.0,385.0,340.0,10-0007936,831.0,Hyderabad West,672.0,431131.0,PRO GG SACHET 1 GM
13257,<3 Months,361.0,402.0,443.0,505.0,356.0,75.0,84.0,92.0,105.0,10-0007939,238.0,Hyderabad West,164.0,18643.0,ADROGLARE(ADRENALINE) INJ 1MG 1ML
13259,<3 Months,103.0,92.0,84.0,114.0,119.0,31.0,28.0,26.0,34.0,10-0007942,28.0,Hyderabad West,104.0,5389.0,MAGNECURE INJ 2ML
13264,No Risk,2450.0,2100.0,1750.0,1400.0,30.0,9.0,8.0,7.0,6.0,10-0007972,23.0,Hyderabad West,9.0,138051.0,THREPTIN LITE BISCUIT
13266,<3 Months,18171.0,18857.0,19542.0,19200.0,233.0,56.0,58.0,60.0,59.0,10-0008018,161.0,Hyderabad West,76.0,20171.0,TRESIVAC(MMR) VACCPFS0.5ML
13271,No Risk,13100.0,14737.0,13100.0,14737.0,47.0,11.0,12.0,11.0,13.0,10-0008074,34.0,Hyderabad West,16.0,1342923.0,TETRAXIM VACCPFS0.5ML
13287,<3 Months,3757.0,3691.0,3626.0,3560.0,722.0,185.0,182.0,179.0,176.0,10-0008247,471.0,Hyderabad West,279.0,16448.0,AEQUIMOL IV 100 ML BOTTLE
13289,<3 Months,25.0,13.0,3.0,15.0,25.0,11.0,6.0,1.0,7.0,10-0008261,10.0,Hyderabad West,20.0,662.0,CUROPINE (ATROPINE) INJ 1 ML
13291,<3 Months,314.0,307.0,302.0,297.0,573.0,147.0,144.0,142.0,140.0,10-0008263,276.0,Hyderabad West,331.0,11889.0,ONDOKIND INJ 4 MG 2 ML
13296,No Risk,2774.0,5547.0,11094.0,8320.0,25.0,3.0,5.0,10.0,7.0,10-0008348,20.0,Hyderabad West,8.0,382743.0,APTAMIL PEPTI TIN POWDER 400 GM
13305,<3 Months,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,10-0008424,6.0,Hyderabad West,0.0,15941.0,ADVACRYL ADVA2317
13312,No Risk,53653.0,52434.0,51214.0,49995.0,186.0,48.0,47.0,46.0,45.0,10-0008557,108.0,Hyderabad West,87.0,3668529.0,HAVRIX 720 MG VIAL ( HEPATITIS A )
13319,No Risk,14963.0,12661.0,9783.0,9208.0,970.0,300.0,260.0,210.0,200.0,10-0008662,522.0,Hyderabad West,540.0,405959.0,SureMa  - XT CAPS 15 S
13322,No Risk,417.0,417.0,626.0,626.0,15.0,3.0,3.0,4.0,5.0,10-0008717,12.0,Hyderabad West,4.0,35493.0,Oxum solution 100ml
13327,<3 Months,1977.0,2063.0,2149.0,2149.0,114.0,28.0,28.0,29.0,29.0,10-0008798,78.0,Hyderabad West,42.0,205219.0,DEKSEL KIDS NANO 400IU DROP 0.5ML
13335,<3 Months,5587.0,5078.0,4569.0,4131.0,1801.0,514.0,470.0,427.0,390.0,10-0008939,852.0,Hyderabad West,1275.0,473697.0,HYPERNEB 3%W/V RESPULES 4ML
13341,<3 Months,1450.0,1554.0,1616.0,1678.0,340.0,78.0,84.0,87.0,91.0,10-0009037,319.0,Hyderabad West,93.0,58576.0,CEFBACT INJ 1GM
13345,No Risk,77.0,77.0,77.0,77.0,8.0,2.0,2.0,2.0,2.0,10-0009099,7.0,Hyderabad West,2.0,5407.0,RESWAS SYP 120ML
13350,<3 Months,301.0,172.0,258.0,215.0,38.0,11.0,8.0,10.0,9.0,10-0009176,2.0,Hyderabad West,47.0,32866.0,PYBACTUM 2.25 GM INJ
13354,<3 Months,415.0,415.0,415.0,415.0,8.0,2.0,2.0,2.0,2.0,10-0009302,8.0,Hyderabad West,1.0,35294.0,ROTAVAC 5D VACCINE 0.5ML PFS
13369,<3 Months,270.0,324.0,378.0,351.0,65.0,14.0,16.0,18.0,17.0,10-0009455,33.0,Hyderabad West,40.0,48486.0,PYBACTUM INJ 1.125GM
13372,<3 Months,718.0,697.0,677.0,656.0,154.0,40.0,39.0,38.0,37.0,10-0009490,134.0,Hyderabad West,43.0,65672.0,AEQUIMENTIN INJ 300MG
13373,<3 Months,1008.0,955.0,849.0,902.0,167.0,44.0,43.0,39.0,41.0,10-0009491,143.0,Hyderabad West,50.0,91206.0,AEQUIMENTIN INJ 600MG
13379,No Risk,1100.0,943.0,1100.0,1257.0,36.0,9.0,8.0,9.0,10.0,10-0009509,24.0,Hyderabad West,14.0,44665.0,RASHFREE CREAM 30GM
13383,No Risk,62.0,62.0,62.0,124.0,9.0,2.0,2.0,2.0,3.0,10-0009555,8.0,Hyderabad West,2.0,5700.0,SILODERM MIXI CREAM
13386,<3 Months,2995.0,3145.0,3370.0,3519.0,199.0,46.0,48.0,52.0,53.0,10-0009567,182.0,Hyderabad West,43.0,13179.0,BACCIRUB 500ML
13387,<3 Months,691.0,806.0,691.0,576.0,32.0,8.0,9.0,8.0,7.0,10-0009579,24.0,Hyderabad West,11.0,76424.0,SMUTH MINT SYRUP 200ML
13388,<3 Months,551.0,597.0,643.0,551.0,71.0,17.0,18.0,19.0,17.0,10-0009584,57.0,Hyderabad West,17.0,49503.0,COLICAID DROPS 15ML
13389,No Risk,134.0,134.0,134.0,134.0,4.0,1.0,1.0,1.0,1.0,10-0009593,3.0,Hyderabad West,2.0,20110.0,DERMADEW BABY SOAP 75GMS
13392,<3 Months,7432.0,6891.0,6621.0,6418.0,459.0,123.0,115.0,112.0,109.0,10-0009610,302.0,Hyderabad West,169.0,621287.0,CROCIN-DS 240 MG SYRUP 100 ML
13397,<3 Months,4485.0,4983.0,5482.0,4734.0,98.0,22.0,25.0,28.0,23.0,10-0009626,73.0,Hyderabad West,31.0,253016.0,RILIGOL 100 MCG INJ CARBITOCIN
13402,No Risk,1814.0,1995.0,2086.0,2177.0,585.0,135.0,145.0,150.0,155.0,10-0009654,505.0,Hyderabad West,113.0,129178.0,CRINA-NCR TAB 15MG 10S
13406,No Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-0009731,46.0,Hyderabad West,9.0,212030.0,DIGITAL THERMOMETER-ENTERO
13407,No Risk,107896.0,100189.0,92482.0,92482.0,62.0,17.0,16.0,15.0,14.0,10-0009744,27.0,Hyderabad West,37.0,7251910.0,GARDASIL 9 VACCINE 0.5ML
13410,<3 Months,4463.0,3570.0,3273.0,4165.0,76.0,21.0,18.0,17.0,20.0,10-0009801,60.0,Hyderabad West,19.0,13581.0,MAMY POKO PREEMIE 4S (1.5KGS) 26PCS
13415,<3 Months,4470.0,4172.0,5363.0,4767.0,86.0,20.0,20.0,24.0,22.0,10-0009832,20.0,Hyderabad West,73.0,21300.0,BABY WIPES-OCTENISAN
13416,No Risk,118.0,118.0,236.0,236.0,11.0,2.0,2.0,3.0,4.0,10-0009835,7.0,Hyderabad West,5.0,6537.0,ALASPAN SYRUP 100ML
13424,<3 Months,148.0,182.0,198.0,165.0,48.0,10.0,13.0,14.0,11.0,10-0010002,54.0,Hyderabad West,2.0,9216.0,THEMICAINE 2% 30ML INJ
13427,No Risk,13487.0,14836.0,14161.0,15510.0,94.0,22.0,24.0,23.0,25.0,10-0010021,76.0,Hyderabad West,31.0,671379.0,SIMILAC PLUS POWDER STAGE-1 400GM
13431,<3 Months,933.0,852.0,771.0,690.0,92.0,26.0,24.0,22.0,20.0,10-0010043,78.0,Hyderabad West,24.0,60505.0,WOKADINE 10% OINT 15GM
13432,No Risk,238.0,262.0,238.0,214.0,48.0,12.0,13.0,12.0,11.0,10-0010048,37.0,Hyderabad West,16.0,15675.0,BACTIBADE 2% 5GM OINT
13435,<3 Months,776.0,905.0,1035.0,1164.0,92.0,20.0,22.0,24.0,26.0,10-0010053,67.0,Hyderabad West,30.0,54174.0,PYBACTUM 4.5GM INJ
13437,<3 Months,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,2.0,10-0010057,60.0,Hyderabad West,0.0,7584.0,ZOVANTA-D CAP 15S
13442,No Risk,3611.0,4815.0,4333.0,4093.0,87.0,19.0,24.0,23.0,21.0,10-0010094,62.0,Hyderabad West,28.0,294015.0,TRICIUM-XT TAB 30S
13443,<3 Months,9293.0,7744.0,6195.0,4647.0,30.0,9.0,8.0,7.0,6.0,10-0010106,22.0,Hyderabad West,10.0,401556.0,TRUBARB BSN0316U
13464,No Risk,644.0,644.0,322.0,644.0,11.0,3.0,3.0,2.0,3.0,10-0010298,7.0,Hyderabad West,5.0,20467.0,VENUSIA BABY LOTION 300GM
13470,No Risk,1647.0,1521.0,1394.0,1267.0,860.0,230.0,225.0,210.0,195.0,10-0010375,169.0,Hyderabad West,915.0,93712.0,SOLFE EXTRA TAB 15S
